critic,fresh,imdb,publication,quote,review_date,rtid,title
Roger Ebert,fresh,0108328,Chicago Sun-Times,,2000-01-01,18708,Thirty Two Short Films About Glenn Gould
James Berardinelli,fresh,0108328,ReelViews,,2000-01-01,18708,Thirty Two Short Films About Glenn Gould
Joshua Kosman,none,0108328,San Francisco Chronicle,,2000-01-01,18708,Thirty Two Short Films About Glenn Gould
Desson Thomson,none,0108328,Washington Post,,2000-01-01,18708,Thirty Two Short Films About Glenn Gould
,fresh,0108328,Entertainment Weekly,,1993-09-14,18708,Thirty Two Short Films About Glenn Gould
Geoff Andrew,none,0111418,Time Out,,2006-02-09,14629,Threesome
Janet Maslin,rotten,0111418,New York Times,The film is so proud of its alleged daring that it even begins with a dictionary definition of the word 'deviant.' 'Sitcom' would have been more like it.,2003-05-20,14629,Threesome
,none,0111418,Globe and Mail,,2002-04-12,14629,Threesome
Peter Travers,none,0111418,Rolling Stone,,2001-05-12,14629,Threesome
James Berardinelli,rotten,0111418,ReelViews,"Threesome, by falling into the common trap of mistaking pretentiousness for substance, loses its way early on.",2000-01-01,14629,Threesome
Roger Ebert,fresh,0111418,Chicago Sun-Times,"Not a great movie, but in its own way it is an effective one, and more than most other movies it is accurate and honest about the sexuality of young people.",2000-01-01,14629,Threesome
Joe Brown,rotten,0111418,Washington Post,"A tedious, toilet-talking, try-sexual tease.",2000-01-01,14629,Threesome
Desson Thomson,rotten,0111418,Washington Post,The three become a giggly and rather insufferable bunch.,2000-01-01,14629,Threesome
,rotten,0111418,Entertainment Weekly,,1994-04-08,14629,Threesome
Cliff Doerksen,fresh,0841044,Time Out,,2011-11-18,770672853,2 Days in Paris
Joshua Rothkopf,fresh,0841044,Time Out,,2011-11-17,770672853,2 Days in Paris
Roger Moore,fresh,0841044,Orlando Sentinel,,2009-05-13,770672853,2 Days in Paris
Christopher Orr,none,0841044,The New Republic,,2008-10-18,770672853,2 Days in Paris
Mark Bourne,fresh,0841044,Film.com,"...an impressive, funny urban comedy of manners from a suitably distinctive voice that I hope we'll hear again soon.",2008-02-05,770672853,2 Days in Paris
Joshua Rothkopf,rotten,0841044,Time Out New York,"For almost an hour, Delpy chases the spirits of Cary Grant and Rosalind Russell; why, then, an ultimate fondness for Ralph Bellamy?",2007-09-22,770672853,2 Days in Paris
,none,0841044,St. Louis Post-Dispatch,,2007-09-22,770672853,2 Days in Paris
Carrie Rickey,fresh,0841044,Philadelphia Inquirer,A movie that is as acutely painful as it is acutely funny.,2007-09-22,770672853,2 Days in Paris
Richard Nilsen,fresh,0841044,Arizona Republic,"The last time I laughed so hard at a movie, it was Nigel Tufnel telling us his amplifier went to 11.",2007-09-06,770672853,2 Days in Paris
Connie Ogle,fresh,0841044,Miami Herald,"2 Days in Paris proves Delpy's got an authentic ear for humor in two languages, and she turns the dewy-eyed notion of Paris as a city for lovers firmly and affectionately on its tete.",2007-08-31,770672853,2 Days in Paris
Tom Long,fresh,0841044,Detroit News,"Bright and engaging a great deal of the time, but it ends up exhausted.",2007-08-31,770672853,2 Days in Paris
Terry Lawson,fresh,0841044,Detroit Free Press,"Delpy does the old-[Woody] Allen thing a lot better than most, and does for Paris what Allen did for Manhattan, making it look newly romantic even to those who have lived there all their lives.",2007-08-31,770672853,2 Days in Paris
Dave Calhoun,fresh,0841044,Time Out,"Partly a study of cross-national relationships and partly a homecoming comedy on Delpy's part, 'Two Days in Paris' neatly balances stabs at both America and the French.",2007-08-31,770672853,2 Days in Paris
Colin Covert,fresh,0841044,Minneapolis Star Tribune,"Goldberg and Delpy also give their characters a wistful charm, and Delpy's zippy, dialog-heavy screenplay sparkles with wit.",2007-08-30,770672853,2 Days in Paris
Joe Baltake,fresh,0841044,Passionate Moviegoer,"'2 Days in Paris' is at once companionable and challenging, and like most worthwhile films these days, also is both derivative and original.",2007-08-25,770672853,2 Days in Paris
Moira MacDonald,fresh,0841044,Seattle Times,"Delpy has a knack for finding just the right details; filming in her own hometown, she fills the movie with funny cross-cultural observances.",2007-08-24,770672853,2 Days in Paris
Mick LaSalle,fresh,0841044,San Francisco Chronicle,It's possible to watch 2 Days in Paris and have absolutely no idea who's calling the shots. This is excellent news because it means that we gain a director without losing an actress.,2007-08-24,770672853,2 Days in Paris
Jonathan Rosenbaum,fresh,0841044,Chicago Reader,"Satirical and casual in its approach, and Delpy's grasp of the material is assured.",2007-08-24,770672853,2 Days in Paris
Roger Ebert,fresh,0841044,Chicago Sun-Times,"[Delpy has] created two original, quirky characters so obsessed with their differences that Paris is almost a distraction. I don't think I heard a single accordion in the whole film.",2007-08-24,770672853,2 Days in Paris
Wesley Morris,fresh,0841044,Boston Globe,Sweet and discreet.,2007-08-24,770672853,2 Days in Paris
Leonard Klady,none,0109226,Variety,,2009-03-26,770739334,"The Beans of Egypt, Maine"
Stephen Holden,none,0109226,New York Times,,2004-08-30,770739334,"The Beans of Egypt, Maine"
Peter Stack,none,0109226,San Francisco Chronicle,,2000-01-01,770739334,"The Beans of Egypt, Maine"
Desson Thomson,none,0109226,Washington Post,,2000-01-01,770739334,"The Beans of Egypt, Maine"
Hal Hinson,none,0109226,Washington Post,,2000-01-01,770739334,"The Beans of Egypt, Maine"
Deborah Young,none,0106408,Variety,,2009-03-26,147524082,Bhaji on the Beach
,none,0106408,Time Out,,2006-06-24,147524082,Bhaji on the Beach
Janet Maslin,none,0106408,New York Times,,2003-05-20,147524082,Bhaji on the Beach
James Berardinelli,fresh,0106408,ReelViews,,2000-01-01,147524082,Bhaji on the Beach
Hal Hinson,none,0106408,Washington Post,,2000-01-01,147524082,Bhaji on the Beach
Peter Stack,none,0106408,San Francisco Chronicle,,2000-01-01,147524082,Bhaji on the Beach
Desson Thomson,none,0106408,Washington Post,,2000-01-01,147524082,Bhaji on the Beach
Roger Ebert,fresh,0106408,Chicago Sun-Times,,2000-01-01,147524082,Bhaji on the Beach
Brian Lowry,none,0110363,Variety,,2009-03-26,11155,Little Big League
Geoff Andrew,none,0110363,Time Out,,2006-06-24,11155,Little Big League
Stephen Holden,none,0110363,New York Times,,2003-05-20,11155,Little Big League
James Berardinelli,rotten,0110363,ReelViews,,2000-01-01,11155,Little Big League
Roger Ebert,fresh,0110363,Chicago Sun-Times,,2000-01-01,11155,Little Big League
Rita Kempley,none,0110363,Washington Post,,2000-01-01,11155,Little Big League
,fresh,0110363,Entertainment Weekly,,1994-06-29,11155,Little Big League
Deborah Young,none,0108059,Variety,,2009-03-26,770704404,La scorta
Derek Adams,none,0108059,Time Out,,2006-06-24,770704404,La scorta
V.A. Musetto,rotten,0108059,New York Post,"Exciting as La Scorta might be, it is at heart a conventional thriller that breaks no new genre ground.",2006-02-03,770704404,La scorta
Michael Atkinson,rotten,0108059,Village Voice,La Scorta suffers from an anemic plot pulse.,2006-01-31,770704404,La scorta
Caryn James,none,0108059,New York Times,,2004-08-30,770704404,La scorta
Hal Hinson,rotten,0108059,Washington Post,"Ultimately, La Scorta is a tight, competent but rather inconsequential thriller. It's diverting, but thin.",2000-01-01,770704404,La scorta
,rotten,0110892,Entertainment Weekly,,2008-12-01,11631,Princess Caraboo
Derek Adams,none,0110892,Time Out,,2006-02-09,11631,Princess Caraboo
Daniel M. Kimmel,rotten,0110892,Variety,The great costumes and sets are more substantial than the plot and characters.,2005-02-11,11631,Princess Caraboo
Caryn James,none,0110892,New York Times,,2003-05-20,11631,Princess Caraboo
,none,0110892,Globe and Mail,,2002-04-12,11631,Princess Caraboo
James Berardinelli,rotten,0110892,ReelViews,,2000-01-01,11631,Princess Caraboo
Hal Hinson,none,0110892,Washington Post,,2000-01-01,11631,Princess Caraboo
David Rooney,none,0112651,Variety,,2009-03-26,14221,The Celluloid Closet
,none,0112651,Time Out,,2006-06-24,14221,The Celluloid Closet
Janet Maslin,none,0112651,New York Times,,2003-05-20,14221,The Celluloid Closet
Roger Ebert,fresh,0112651,Chicago Sun-Times,"Makes it clear Hollywood wanted it both ways: It benefitted from the richness that gays added to films, but didn't want to acknowledge their sexuality.",2000-01-01,14221,The Celluloid Closet
Desson Thomson,none,0112651,Washington Post,,2000-01-01,14221,The Celluloid Closet
James Berardinelli,fresh,0112651,ReelViews,"Top-notch entertainment, not only because it's enjoyable, but because it argues its case with an effectiveness that would impress even a top-notch, homophobic attorney.",2000-01-01,14221,The Celluloid Closet
Stanley Kauffmann,fresh,0112651,The New Republic,"It's interesting to see how gay and lesbian themes began to be treated openly in films, but it's fascinating to see how -- earlier -- those themes were used subtextually in films that make no overt reference to the real subject.",2000-01-01,14221,The Celluloid Closet
Joe Baltake,fresh,0112651,Sacramento Bee,"Even if The Celluloid Closet ... isn't quite the most perfectly political piece of filmmaking that you'd expect (or hoped) it would be, it's still a pretty convincing argument and, what's more, likably entertaining.",2000-01-01,14221,The Celluloid Closet
,fresh,0112651,Entertainment Weekly,,1996-03-15,14221,The Celluloid Closet
Derek Adams,none,0107642,Time Out,,2006-02-09,770707238,Métisse
Janet Maslin,none,0107642,New York Times,,2004-08-30,770707238,Métisse
Roger Ebert,rotten,0107642,Chicago Sun-Times,,2000-01-01,770707238,Métisse
Hal Hinson,none,0107642,Washington Post,,2000-01-01,770707238,Métisse
James Berardinelli,fresh,0107642,ReelViews,,2000-01-01,770707238,Métisse
Rick Groen,fresh,0103064,Globe and Mail,"A pop epiphany, marking that commercially creative point where the power of Hollywood meets the purity of myth.",2013-07-29,14016,Terminator 2: Judgment Day
Jay Boyar,fresh,0103064,Orlando Sentinel,"Terminator 2 does work viscerally, however, and with this kind of movie, that's really what counts. No problemo.",2013-07-29,14016,Terminator 2: Judgment Day
Dave Kehr,fresh,0103064,Chicago Tribune,"The pathos of the film is the pathos of its leading character -- it is a magnificent machine, but a machine it remains.",2013-07-29,14016,Terminator 2: Judgment Day
Kenneth Turan,fresh,0103064,Los Angeles Times,"More elaborate than the original, but just as shrewdly put together, it cleverly combines the most successful elements of its predecessor with a number of new twists to produce one hell of a wild ride.",2013-07-29,14016,Terminator 2: Judgment Day
Terrence Rafferty,rotten,0103064,New Yorker,"The picture is full of spectacular action sequences and dazzling special effects, but the narrative doesn't have the snap of the original's: it's lumbering and monotonous, and it carries a heavy-handed anti-nuke message.",2013-07-29,14016,Terminator 2: Judgment Day
Carrie Rickey,fresh,0103064,Philadelphia Inquirer,Inside Terminator 2 beats a human heart. But its soul is that of a killer machine.,2013-07-29,14016,Terminator 2: Judgment Day
Michael Upchurch,fresh,0103064,Seattle Times,"Schwarzenegger is in impeccable deadpan form, milking his tough-guy image for all it's worth and getting laughs out of the Terminator's wooden parroting of slang (\""No problemo\"" probably will be a catch-phrase to reckon with this summer).",2013-07-29,14016,Terminator 2: Judgment Day
Owen Gleiberman,fresh,0103064,Entertainment Weekly,"Terminator 2 is a state-of-the-art action movie, all right: It gets you thinking that the most reasonable thing might just have been to blow everyone away.",2010-02-04,14016,Terminator 2: Judgment Day
Richard Corliss,rotten,0103064,TIME Magazine,"A humongous, visionary parable that intermittently enthralls and ultimately disappoints. T2 is half of a terrific movie -- the wrong half.",2009-05-18,14016,Terminator 2: Judgment Day
David Ansen,fresh,0103064,Newsweek,"For all its state-of-the-art pyrotechnics and breathtaking thrills, this bruisingly exciting movie never loses sight of its humanity. That's its point, and its pride.",2009-05-18,14016,Terminator 2: Judgment Day
Variety Staff,fresh,0103064,Variety,"Arnold Schwarzenegger is more comfortable and assured here than the first time around, reprising a role so perfectly suited to the voice and physique that have established him as a larger-than-life film persona.",2008-05-08,14016,Terminator 2: Judgment Day
Jonathan Rosenbaum,fresh,0103064,Chicago Reader,"As a fancy mechanism fueled by the pleasure of watching legions of people and equipment being summarily destroyed, this is pretty hot stuff.",2007-03-01,14016,Terminator 2: Judgment Day
Geoff Andrew,fresh,0103064,Time Out,"Structured as a simple chase, the story sags midway, but the first hour and last 30 minutes display an enjoyably relentless bravura.",2006-06-24,14016,Terminator 2: Judgment Day
Janet Maslin,fresh,0103064,New York Times,"Mr. Cameron has made a swift, exciting special-effects epic that thoroughly justifies its vast expense and greatly improves upon the first film's potent but rudimentary visual style.",2003-05-20,14016,Terminator 2: Judgment Day
Peter Travers,fresh,0103064,Rolling Stone,"It's Cameron's show; he's the reigning king of movie pow, with dark wit and a poet's eye for mayhem. T2 cost a reported $100 million, and you can actually see where the money went.",2001-05-12,14016,Terminator 2: Judgment Day
Hal Hinson,fresh,0103064,Washington Post,"It's a tank of a movie, big, powerful and hard to resist.",2000-01-01,14016,Terminator 2: Judgment Day
Roger Ebert,fresh,0103064,Chicago Sun-Times,"Nobody, I think, will complain that it doesn't have enough action.",2000-01-01,14016,Terminator 2: Judgment Day
Joe Brown,fresh,0103064,Washington Post,"Brutally beautiful, darkly comic sci-fi",2000-01-01,14016,Terminator 2: Judgment Day
James Berardinelli,fresh,0103064,ReelViews,Few films have matched it within the science fiction genre for sheer white-knuckle exhilaration.,1991-07-03,14016,Terminator 2: Judgment Day
Sheila Benson,fresh,0099348,Los Angeles Times,"Dances With Wolves is a clear-eyed vision. Authentic as an Edward Curtis photograph, lyrical as a George Catlin oil or a Karl Bodmer landscape, this is a film with a pure ring to it.",2013-02-22,12772,Dances with Wolves
Peter Travers,fresh,0099348,Rolling Stone,Costner tells a personal story that never loses touch with the vast Western spaces encompassing and defining it. Dances With Wolves is an epic that breathes. And it's a beauty.,2013-02-22,12772,Dances with Wolves
Richard Schickel,fresh,0099348,TIME Magazine,"As a director, Costner is alive to the sweep of the country and the expansive spirit of the western-movie tradition.",2009-02-20,12772,Dances with Wolves
Amy Dawes,fresh,0099348,Variety,"In his directorial debut, Kevin Costner brings a rare degree of grace and feeling to this elegiac tale.",2008-01-28,12772,Dances with Wolves
Jonathan Rosenbaum,rotten,0099348,Chicago Reader,"Sincere, capable, at times moving, but overextended, this picture is seriously hampered by its tendency to linger over everything -- especially landscapes with silhouetted figures, and not excluding its own good intentions.",2007-02-05,12772,Dances with Wolves
